Genes;samples;counts;condition
COL6A6;DM1_47;5,48419473299138e+01;DM1
COL6A6;DM1_23;7,27672340398231e+01;DM1
COL6A6;DM1_24;8,24480899690423e+01;DM1
COL6A6;DM1_27;7,24370087076728e+01;DM1
DGKB;DM1_41;1,69073469413049e+02;DM1
DGKB;DM1_36;8,86430475017928e+01;DM1
DGKB;DM1_53;6,78283679306669e+01;DM1
DGKB;DM1_45;4,45393636416108e+01;DM1
DGKB;DM1_17;1,24760263371026e+02;DM1
DGKB;DM1_22;6,76581351760554e+01;DM1
DGKB;DM1_39;7,60069645100294e+01;DM1
DGKB;DM1_34;4,63129276971370e+02;DM1
DGKB;DM1_25;2,65608501009765e+01;DM1
DGKB;DM1_33;8,35852432987629e+01;DM1
DGKB;DM1_26;5,22995051512905e+01;DM1
DGKB;DM1_30;1,13705059276698e+02;DM1
DGKB;DM1_52;1,20065870299988e+02;DM1
DGKB;Ctrl_B2;1,74264837630117e+01;Ctrl
DGKB;Ctrl_B8;1,20262716742821e+01;Ctrl
DGKB;DM1_20;5,70399896145307e+01;DM1
DGKB;DM1_14;2,89736568214609e+01;DM1
DGKB;DM1_29;4,58580780885846e+01;DM1
DGKB;DM1_42;3,31985263721768e+01;DM1
DGKB;Ctrl_B10;1,87048312728479e+01;Ctrl
DGKB;Ctrl_B6;4,30239618166658e+01;Ctrl
DGKB;DM1_56;2,57722619077859e+01;DM1
DGKB;Ctrl_B11;2,34886875256472e+01;Ctrl
DGKB;DM1_28;6,38423473160864e+01;DM1
DGKB;Ctrl_B5;1,54803240836024e+01;Ctrl
DGKB;DM1_55;3,89161962408759e+01;DM1
DGKB;Ctrl_B1;1,51421527867347e+01;Ctrl
DGKB;DM1_16;7,10230540596406e+01;DM1
DGKB;DM1_38;2,72745997982224e+01;DM1
DGKB;Ctrl_B9;3,40699589978577e+01;Ctrl
DGKB;Ctrl_B3;1,64499774746305e+01;Ctrl
DGKB;Ctrl_B4;2,21738187162719e+01;Ctrl
DGKB;Ctrl_B7;2,31291955443854e+01;Ctrl
DGKB;DM1_19;3,53675802267153e+01;DM1
DGKB;DM1_35;7,04752848328852e+01;DM1
DGKB;DM1_43;3,69352732953043e+01;DM1
DGKB;DM1_18;8,25942861847143e+01;DM1
DGKB;DM1_44;1,23501308533739e+02;DM1
DGKB;DM1_15;3,44335482419213e+01;DM1
DGKB;DM1_50;4,37370239866012e+01;DM1
DGKB;DM1_32;2,61798165413857e+01;DM1
DGKB;DM1_37;1,75310482296011e+02;DM1
DGKB;DM1_13;1,76855523809683e+02;DM1
DGKB;DM1_21;4,04520347012303e+01;DM1
DGKB;DM1_48;2,14387576499750e+01;DM1
DGKB;DM1_40;3,43775121479056e+01;DM1
DGKB;DM1_54;2,89148231601698e+01;DM1
DGKB;DM1_46;1,55617401894572e+02;DM1
DGKB;DM1_51;1,20592259600724e+02;DM1
DGKB;DM1_31;8,20258264552602e+01;DM1
DGKB;DM1_47;1,46392617469367e+02;DM1
DGKB;DM1_23;1,65978595738454e+02;DM1
DGKB;DM1_24;1,46658814414978e+02;DM1
DGKB;DM1_27;6,20888646065766e+00;DM1
CCSER1;DM1_41;1,01018739586413e+02;DM1
CCSER1;DM1_36;8,65070704535568e+01;DM1
CCSER1;DM1_53;1,22680874170250e+02;DM1
CCSER1;DM1_45;6,36276623451583e+01;DM1
CCSER1;DM1_17;9,20106942361313e+01;DM1
CCSER1;DM1_22;7,31439299200599e+01;DM1
CCSER1;DM1_39;7,72952181457926e+01;DM1
CCSER1;DM1_34;4,21429897627204e+01;DM1
CCSER1;DM1_25;6,25755621023005e+01;DM1
CCSER1;DM1_33;1,19407490426804e+01;DM1
CCSER1;DM1_26;9,08057342187241e+01;DM1
CCSER1;DM1_30;5,88590895079376e+01;DM1
CCSER1;DM1_52;1,10527927332232e+02;DM1
CCSER1;Ctrl_B2;1,09722305174518e+01;Ctrl
CCSER1;Ctrl_B8;2,64577976834205e+01;Ctrl
CCSER1;DM1_20;6,14276811233407e+01;DM1
CCSER1;DM1_14;1,12031473042982e+02;DM1
CCSER1;DM1_29;6,55115401265494e+01;DM1
CCSER1;DM1_42;3,59650702365249e+01;DM1
CCSER1;Ctrl_B10;3,27334547274838e+01;Ctrl
CCSER1;Ctrl_B6;5,37799522708323e+00;Ctrl
CCSER1;DM1_56;4,46719206401622e+01;DM1
CCSER1;Ctrl_B11;1,76165156442354e+01;Ctrl
CCSER1;DM1_28;3,59113203652986e+01;DM1
CCSER1;Ctrl_B5;2,51555266358539e+01;Ctrl
CCSER1;DM1_55;6,11540226642335e+01;DM1
CCSER1;Ctrl_B1;2,30737566274052e+01;Ctrl
CCSER1;DM1_16;1,23330573603565e+02;DM1
CCSER1;DM1_38;7,40310565951752e+01;DM1
CCSER1;Ctrl_B9;3,78555099976196e+01;Ctrl
CCSER1;Ctrl_B3;2,71424628331403e+01;Ctrl
CCSER1;Ctrl_B4;3,89393889651605e+01;Ctrl
CCSER1;Ctrl_B7;2,10265414039867e+01;Ctrl
CCSER1;DM1_19;1,55224379883917e+02;DM1
CCSER1;DM1_35;1,53207140941055e+02;DM1
CCSER1;DM1_43;1,15865446364722e+02;DM1
CCSER1;DM1_18;1,29354014342198e+02;DM1
CCSER1;DM1_44;1,70094984026013e+02;DM1
CCSER1;DM1_15;1,79993547628225e+02;DM1
CCSER1;DM1_50;1,09112365103416e+02;DM1
CCSER1;DM1_32;1,12419212207127e+02;DM1
CCSER1;DM1_37;1,59044561258237e+02;DM1
CCSER1;DM1_13;1,11201501049708e+02;DM1
CCSER1;DM1_21;1,34840115670768e+02;DM1
CCSER1;DM1_48;1,98308508262269e+02;DM1
CCSER1;DM1_40;5,34761300078532e+01;DM1
CCSER1;DM1_54;5,78296463203396e+01;DM1
CCSER1;DM1_46;1,45348233241631e+02;DM1
CCSER1;DM1_51;7,00213120262266e+01;DM1
CCSER1;DM1_31;1,78797868902477e+02;DM1
CCSER1;DM1_47;1,73813591134324e+02;DM1
CCSER1;DM1_23;1,49692595739065e+02;DM1
CCSER1;DM1_24;1,86932996611838e+02;DM1
CCSER1;DM1_27;1,17968842752496e+02;DM1
ITGB8;DM1_41;1,05272160200578e+02;DM1
ITGB8;DM1_36;8,06331335709079e+01;DM1
ITGB8;DM1_53;6,42894965603713e+01;DM1
ITGB8;DM1_45;2,68826873408294e+02;DM1
ITGB8;DM1_17;2,82270095876945e+02;DM1
ITGB8;DM1_22;1,09715894880090e+02;DM1
ITGB8;DM1_39;6,24803013345157e+01;DM1
ITGB8;DM1_34;4,83535356224897e+01;DM1
ITGB8;DM1_25;3,28634247012082e+01;DM1
ITGB8;DM1_33;5,25392957877938e+01;DM1
ITGB8;DM1_26;2,20692417341709e+02;DM1
ITGB8;DM1_30;1,10583743924004e+02;DM1
ITGB8;DM1_52;5,77887132752277e+01;DM1
ITGB8;Ctrl_B2;1,35539318156758e+01;Ctrl
ITGB8;Ctrl_B8;2,16472890137077e+01;Ctrl
ITGB8;DM1_20;2,41323032984553e+01;DM1
ITGB8;DM1_14;2,02815597750226e+01;DM1
ITGB8;DM1_29;0,00000000000000e+00;DM1
ITGB8;DM1_42;2,21323509147846e+01;DM1
ITGB8;Ctrl_B10;9,35241563642395e+00;Ctrl
ITGB8;Ctrl_B6;1,61339856812497e+01;Ctrl
ITGB8;DM1_56;1,54633571446715e+01;DM1
ITGB8;Ctrl_B11;2,15312968985099e+01;Ctrl
ITGB8;DM1_28;4,38916137798094e+01;DM1
ITGB8;Ctrl_B5;2,06404321114699e+01;Ctrl
ITGB8;DM1_55;2,40909786253041e+01;DM1
ITGB8;Ctrl_B1;1,80263723651603e+01;Ctrl
ITGB8;DM1_16;5,95058020499692e+01;DM1
ITGB8;DM1_38;6,62383137956831e+01;DM1
ITGB8;Ctrl_B9;1,51422039990479e+01;Ctrl
ITGB8;Ctrl_B3;2,13849707170196e+01;Ctrl
ITGB8;Ctrl_B4;1,13573217815051e+01;Ctrl
ITGB8;Ctrl_B7;1,68212331231894e+01;Ctrl
ITGB8;DM1_19;5,69811014763746e+01;DM1
ITGB8;DM1_35;6,28149277858325e+01;DM1
ITGB8;DM1_43;7,38705465906086e+01;DM1
ITGB8;DM1_18;1,09688708107742e+02;DM1
ITGB8;DM1_44;1,00485155579724e+02;DM1
ITGB8;DM1_15;1,17387096279277e+02;DM1
ITGB8;DM1_50;1,72185757589356e+02;DM1
ITGB8;DM1_32;6,15995683326721e+01;DM1
ITGB8;DM1_37;8,67515788681293e+01;DM1
ITGB8;DM1_13;7,71434767429709e+01;DM1
ITGB8;DM1_21;7,58475650648068e+01;DM1
ITGB8;DM1_48;5,53834572624354e+01;DM1
ITGB8;DM1_40;6,49353007238217e+01;DM1
ITGB8;DM1_54;5,56054291541727e+01;DM1
ITGB8;DM1_46;7,82036689723993e+01;DM1
ITGB8;DM1_51;1,20592259600724e+02;DM1
ITGB8;DM1_31;1,51609533167307e+02;DM1
ITGB8;DM1_47;9,77425029025076e+01;DM1
ITGB8;DM1_23;1,43801914888222e+02;DM1
ITGB8;DM1_24;1,86173106381708e+02;DM1
ITGB8;DM1_27;4,96710916852613e+01;DM1
PCLO;DM1_41;4,14708509881064e+01;DM1
PCLO;DM1_36;5,39334204679583e+01;DM1
PCLO;DM1_53;8,49329128870960e+01;DM1
PCLO;DM1_45;8,11252694900768e+01;DM1
PCLO;DM1_17;5,77016218090993e+01;DM1
PCLO;DM1_22;5,85151439360479e+01;DM1
PCLO;DM1_39;3,47828481656067e+01;DM1
PCLO;DM1_34;2,30677417648575e+01;DM1
PCLO;DM1_25;3,91659993014399e+01;DM1
PCLO;DM1_33;2,38814980853608e+01;DM1
PCLO;DM1_26;1,70691791537728e+02;DM1
PCLO;DM1_30;2,98754469472107e+01;DM1
PCLO;DM1_52;9,48183742088687e+01;DM1
PCLO;Ctrl_B2;5,16340259644792e+00;Ctrl
PCLO;Ctrl_B8;1,20262716742821e+01;Ctrl
PCLO;DM1_20;5,26522981057206e+01;DM1
PCLO;DM1_14;2,51105025785995e+01;DM1
PCLO;DM1_29;6,55115401265495e+00;DM1
PCLO;DM1_42;2,14407149486975e+01;DM1
PCLO;Ctrl_B10;1,40286234546359e+01;Ctrl
PCLO;Ctrl_B6;5,37799522708323e+00;Ctrl
PCLO;DM1_56;1,54633571446715e+01;DM1
PCLO;Ctrl_B11;9,78695313568633e+00;Ctrl
PCLO;DM1_28;3,99014670725540e+00;DM1
PCLO;Ctrl_B5;5,16010802786747e+00;Ctrl
PCLO;DM1_55;3,70630440389294e+01;DM1
PCLO;Ctrl_B1;1,00947685244898e+01;Ctrl
PCLO;DM1_16;1,67959925141042e+01;DM1
PCLO;DM1_38;3,31191568978415e+01;DM1
PCLO;Ctrl_B9;0,00000000000000e+00;Ctrl
PCLO;Ctrl_B3;1,39824808534359e+01;Ctrl
PCLO;Ctrl_B4;5,40824846738340e+00;Ctrl
PCLO;Ctrl_B7;1,05132707019934e+01;Ctrl
PCLO;DM1_19;7,07351604534306e+01;DM1
PCLO;DM1_35;3,52376424164426e+01;DM1
PCLO;DM1_43;6,37512936329910e+01;DM1
PCLO;DM1_18;4,19526533001724e+01;DM1
PCLO;DM1_44;1,12273916848853e+02;DM1
PCLO;DM1_15;9,23445157396981e+01;DM1
PCLO;DM1_50;1,21082497983959e+02;DM1
PCLO;DM1_32;9,08593632906914e+01;DM1
PCLO;DM1_37;1,55429912138732e+02;DM1
PCLO;DM1_13;3,20063360954879e+01;DM1
PCLO;DM1_21;2,32599199532074e+02;DM1
PCLO;DM1_48;1,07193788249875e+02;DM1
PCLO;DM1_40;1,33690325019633e+01;DM1
PCLO;DM1_54;5,11569948218389e+01;DM1
PCLO;DM1_46;7,42539887212680e+01;DM1
PCLO;DM1_51;2,13954008969026e+01;DM1
PCLO;DM1_31;9,99977771954577e+01;DM1
PCLO;DM1_47;1,35778047018416e+02;DM1
PCLO;DM1_23;1,70136723397872e+02;DM1
PCLO;DM1_24;2,17708550932079e+02;DM1
PCLO;DM1_27;4,34622052246037e+01;DM1
TENM2;DM1_41;2,44571685314473e+01;DM1
TENM2;DM1_36;5,28654319438403e+01;DM1
TENM2;DM1_53;6,36996846653220e+01;DM1
TENM2;DM1_45;1,00213568193624e+02;DM1
TENM2;DM1_17;1,76223872011574e+02;DM1
TENM2;DM1_22;9,32585106480763e+01;DM1
TENM2;DM1_39;2,25444386258562e+01;DM1
TENM2;DM1_34;1,68571959050882e+01;DM1
TENM2;DM1_25;2,88117696010592e+01;DM1
TENM2;DM1_33;2,62696478938969e+01;DM1
TENM2;DM1_26;2,01726662726406e+02;DM1
TENM2;DM1_30;8,78427320686644e+01;DM1
TENM2;DM1_52;2,18811632789697e+01;DM1
TENM2;Ctrl_B2;1,35539318156758e+01;Ctrl
TENM2;Ctrl_B8;2,40525433485641e+01;Ctrl
TENM2;DM1_20;4,38769150881005e+01;DM1
TENM2;DM1_14;2,84907625411032e+01;DM1
TENM2;DM1_29;1,74697440337465e+01;DM1
TENM2;DM1_42;1,10661754573923e+01;DM1
TENM2;Ctrl_B10;4,67620781821197e+00;Ctrl
TENM2;Ctrl_B6;5,37799522708323e+00;Ctrl
TENM2;DM1_56;1,88996587323763e+01;DM1
TENM2;Ctrl_B11;3,91478125427453e+00;Ctrl
TENM2;DM1_28;7,98029341451080e+00;DM1
TENM2;Ctrl_B5;1,29002700696687e+00;Ctrl
TENM2;DM1_55;4,63288050486618e+01;DM1
TENM2;Ctrl_B1;1,22579332083090e+01;Ctrl
TENM2;DM1_16;1,15172520096715e+01;DM1
TENM2;DM1_38;1,75336712988573e+01;DM1
TENM2;Ctrl_B9;1,70349794989288e+01;Ctrl
TENM2;Ctrl_B3;5,75749211612067e+00;Ctrl
TENM2;Ctrl_B4;5,40824846738340e+00;Ctrl
TENM2;Ctrl_B7;2,10265414039867e+00;Ctrl
TENM2;DM1_19;8,84189505667882e+01;DM1
TENM2;DM1_35;4,13659280540848e+01;DM1
TENM2;DM1_43;5,66678165626586e+01;DM1
TENM2;DM1_18;5,20038098200053e+01;DM1
TENM2;DM1_44;6,51188717723350e+01;DM1
TENM2;DM1_15;8,92141931722507e+01;DM1
TENM2;DM1_50;1,33513020590677e+02;DM1
TENM2;DM1_32;4,15797086245537e+01;DM1
TENM2;DM1_37;2,89171929560431e+01;DM1
TENM2;DM1_13;1,14073864545457e+02;DM1
TENM2;DM1_21;1,78663153263767e+02;DM1
TENM2;DM1_48;4,64506415749458e+01;DM1
TENM2;DM1_40;1,52788942879580e+01;DM1
TENM2;DM1_54;1,26038972749458e+01;DM1
TENM2;DM1_46;9,79520702280557e+01;DM1
TENM2;DM1_51;9,72518222586480e+00;DM1
TENM2;DM1_31;7,46527184592818e+01;DM1
TENM2;DM1_47;6,01492325553893e+01;DM1
TENM2;DM1_23;1,54890255313338e+02;DM1
TENM2;DM1_24;1,53877771601208e+02;DM1
TENM2;DM1_27;4,13925764043844e+01;DM1
NWD1;DM1_41;7,39031831711126e+01;DM1
NWD1;DM1_36;1,05196869625622e+02;DM1
NWD1;DM1_53;6,66487441405684e+01;DM1
NWD1;DM1_45;6,68090454624162e+01;DM1
NWD1;DM1_17;8,73321843597179e+01;DM1
NWD1;DM1_22;1,04230100136085e+02;DM1
NWD1;DM1_39;5,53949063378180e+01;DM1
NWD1;DM1_34;2,79474563689620e+01;DM1
NWD1;DM1_25;2,07084594007613e+01;DM1
NWD1;DM1_33;5,01511459792577e+01;DM1
NWD1;DM1_26;1,23564764917884e+02;DM1
NWD1;DM1_30;7,58033728511317e+01;DM1
NWD1;DM1_52;4,54454929640140e+01;DM1
NWD1;Ctrl_B2;1,93627597366797e+00;Ctrl
NWD1;Ctrl_B8;7,21576300456924e+00;Ctrl
NWD1;DM1_20;6,58153726321508e+00;DM1
NWD1;DM1_14;3,38025996250377e+01;DM1
NWD1;DM1_29;1,31023080253099e+01;DM1
NWD1;DM1_42;1,45243552878274e+01;DM1
NWD1;Ctrl_B10;2,33810390910599e+00;Ctrl
NWD1;Ctrl_B6;8,06699284062484e+00;Ctrl
NWD1;DM1_56;1,71815079385239e+00;DM1
NWD1;Ctrl_B11;1,76165156442354e+01;Ctrl
NWD1;DM1_28;3,99014670725540e+00;DM1
NWD1;Ctrl_B5;1,93504051045030e+00;Ctrl
NWD1;DM1_55;1,11189132116788e+01;DM1
NWD1;Ctrl_B1;7,21054894606413e-01;Ctrl
NWD1;DM1_16;2,11149620177310e+01;DM1
NWD1;DM1_38;4,67564567969527e+01;DM1
NWD1;Ctrl_B9;9,46387749940491e+00;Ctrl
NWD1;Ctrl_B3;1,64499774746305e+00;Ctrl
NWD1;Ctrl_B4;1,62247454021502e+00;Ctrl
NWD1;Ctrl_B7;1,26159248423920e+01;Ctrl
NWD1;DM1_19;1,06102740680146e+02;DM1
NWD1;DM1_35;7,20073562422957e+01;DM1
NWD1;DM1_43;8,44957621961071e+01;DM1
NWD1;DM1_18;1,05755646860851e+02;DM1
NWD1;DM1_44;8,08372201311744e+01;DM1
NWD1;DM1_15;1,25212902697896e+02;DM1
NWD1;DM1_50;1,18780549353085e+02;DM1
NWD1;DM1_32;6,92995143742561e+01;DM1
NWD1;DM1_37;2,89171929560431e+01;DM1
NWD1;DM1_13;1,39104460722697e+02;DM1
NWD1;DM1_21;1,60122637359037e+02;DM1
NWD1;DM1_48;4,82372047124438e+01;DM1
NWD1;DM1_40;2,10084796459423e+01;DM1
NWD1;DM1_54;2,15007659396134e+01;DM1
NWD1;DM1_46;5,37156514153854e+01;DM1
NWD1;DM1_51;8,36365671424373e+01;DM1
NWD1;DM1_31;8,15650072055116e+01;DM1
NWD1;DM1_47;1,61429925608214e+02;DM1
NWD1;DM1_23;1,88155276588685e+02;DM1
NWD1;DM1_24;2,15808825356756e+02;DM1
NWD1;DM1_27;6,41584934267959e+01;DM1
CRHR2;DM1_41;1,39831202690666e+02;DM1
CRHR2;DM1_36;1,18546726177096e+02;DM1
CRHR2;DM1_53;1,39785419126679e+02;DM1
CRHR2;DM1_45;3,18138311725792e+01;DM1
CRHR2;DM1_17;2,65115559663429e+01;DM1
CRHR2;DM1_22;9,87443053920808e+01;DM1
CRHR2;DM1_39;5,47507795199364e+01;DM1
CRHR2;DM1_34;2,70602355318521e+01;DM1
CRHR2;DM1_25;7,06788723025984e+01;DM1
CRHR2;DM1_33;4,77629961707216e+01;DM1
CRHR2;DM1_26;3,27590306991600e+02;DM1
CRHR2;DM1_30;1,61862496146828e+02;DM1
CRHR2;DM1_52;6,62045453056006e+01;DM1
CRHR2;Ctrl_B2;5,80882792100391e+00;Ctrl
CRHR2;Ctrl_B8;2,40525433485641e+01;Ctrl
CRHR2;DM1_20;6,58153726321508e+01;DM1
CRHR2;DM1_14;5,60157365214911e+01;DM1
CRHR2;DM1_29;3,05720520590564e+01;DM1
CRHR2;DM1_42;3,80399781347859e+01;DM1
CRHR2;Ctrl_B10;7,01431172731796e+00;Ctrl
CRHR2;Ctrl_B6;1,07559904541665e+01;Ctrl
CRHR2;DM1_56;3,26448650831954e+01;DM1
CRHR2;Ctrl_B11;7,82956250854906e+00;Ctrl
CRHR2;DM1_28;5,98522006088310e+00;DM1
CRHR2;Ctrl_B5;6,45013503483434e+00;Ctrl
CRHR2;DM1_55;2,22378264233576e+01;DM1
CRHR2;Ctrl_B1;1,00947685244898e+01;Ctrl
CRHR2;DM1_16;2,87931300241786e+01;DM1
CRHR2;DM1_38;6,42901280958100e+01;DM1
CRHR2;Ctrl_B9;1,70349794989288e+01;Ctrl
CRHR2;Ctrl_B3;4,93499324238914e+00;Ctrl
CRHR2;Ctrl_B4;9,19402239455178e+00;Ctrl
CRHR2;Ctrl_B7;1,89238872635881e+01;Ctrl
CRHR2;DM1_19;6,87702948852797e+01;DM1
CRHR2;DM1_35;3,67697138258531e+01;DM1
CRHR2;DM1_43;4,65485636050410e+01;DM1
CRHR2;DM1_18;7,56021773013523e+01;DM1
CRHR2;DM1_44;3,08753271334347e+01;DM1
CRHR2;DM1_15;9,23445157396981e+01;DM1
CRHR2;DM1_50;5,47863774147952e+01;DM1
CRHR2;DM1_32;4,61996762495041e+01;DM1
CRHR2;DM1_37;4,51831139938173e+01;DM1
CRHR2;DM1_13;6,72953733289746e+01;DM1
CRHR2;DM1_21;6,74200578353838e+01;DM1
CRHR2;DM1_48;5,00237678499417e+01;DM1
CRHR2;DM1_40;3,81972357198951e+01;DM1
CRHR2;DM1_54;5,56054291541727e+01;DM1
CRHR2;DM1_46;5,60854595660641e+01;DM1
CRHR2;DM1_51;2,33404373420755e+01;DM1
CRHR2;DM1_31;1,07831704441185e+02;DM1
CRHR2;DM1_47;1,36220320787205e+02;DM1
CRHR2;DM1_23;1,06725276591740e+02;DM1
CRHR2;DM1_24;2,65581635430233e+02;DM1
CRHR2;DM1_27;1,24177729213153e+01;DM1
ATP1A4;DM1_41;5,42311128306006e+01;DM1
ATP1A4;DM1_36;1,23886668797686e+02;DM1
ATP1A4;DM1_53;9,79087745781801e+01;DM1
ATP1A4;DM1_45;4,29486720829819e+01;DM1
ATP1A4;DM1_17;9,66892041125448e+01;DM1
ATP1A4;DM1_22;7,49725281680614e+01;DM1
ATP1A4;DM1_39;1,14654573582926e+02;DM1
ATP1A4;DM1_34;5,41204710637041e+01;DM1
ATP1A4;DM1_25;3,55645281013075e+01;DM1
ATP1A4;DM1_33;4,53748463621856e+01;DM1
ATP1A4;DM1_26;1,65519313006282e+02;DM1
ATP1A4;DM1_30;1,14150961469939e+02;DM1
ATP1A4;DM1_52;5,16171031196208e+01;DM1
ATP1A4;Ctrl_B2;1,09722305174518e+01;Ctrl
ATP1A4;Ctrl_B8;1,44315260091385e+01;Ctrl
ATP1A4;DM1_20;1,09692287720251e+01;DM1
ATP1A4;DM1_14;4,73236394750528e+01;DM1
ATP1A4;DM1_29;4,36743600843663e+01;DM1
ATP1A4;DM1_42;2,76654386434807e+01;DM1
ATP1A4;Ctrl_B10;3,50715586365898e+01;Ctrl
ATP1A4;Ctrl_B6;2,68899761354161e+00;Ctrl
ATP1A4;DM1_56;3,43630158770478e+00;DM1
ATP1A4;Ctrl_B11;1,17443437628236e+01;Ctrl
ATP1A4;DM1_28;3,19211736580432e+01;DM1
ATP1A4;Ctrl_B5;1,93504051045030e+01;Ctrl
ATP1A4;DM1_55;1,85315220194647e+01;DM1
ATP1A4;Ctrl_B1;1,15368783137026e+01;Ctrl
ATP1A4;DM1_16;8,20604205689091e+01;DM1
ATP1A4;DM1_38;7,01346851954291e+01;DM1
ATP1A4;Ctrl_B9;1,51422039990479e+01;Ctrl
ATP1A4;Ctrl_B3;1,80949752220935e+01;Ctrl
ATP1A4;Ctrl_B4;2,37962932564870e+01;Ctrl
ATP1A4;Ctrl_B7;1,89238872635881e+01;Ctrl
ATP1A4;DM1_19;6,28756981808272e+01;DM1
ATP1A4;DM1_35;1,07244998658738e+02;DM1
ATP1A4;DM1_43;6,02095550978248e+01;DM1
ATP1A4;DM1_18;4,93817689887446e+01;DM1
ATP1A4;DM1_44;4,60323059080299e+01;DM1
ATP1A4;DM1_15;1,97210321749186e+02;DM1
ATP1A4;DM1_50;7,64246945450084e+01;DM1
ATP1A4;DM1_32;6,31395575409889e+01;DM1
ATP1A4;DM1_37;9,39808771071401e+01;DM1
ATP1A4;DM1_13;6,11403086952269e+01;DM1
ATP1A4;DM1_21;8,42750722942298e+01;DM1
ATP1A4;DM1_48;4,28775152999500e+01;DM1
ATP1A4;DM1_40;6,30254389378269e+01;DM1
ATP1A4;DM1_54;3,70702861027818e+01;DM1
ATP1A4;DM1_46;4,97659711642541e+01;DM1
ATP1A4;DM1_51;2,72305102324215e+01;DM1
ATP1A4;DM1_31;1,13822354687917e+02;DM1
ATP1A4;DM1_47;1,30913035561730e+02;DM1
ATP1A4;DM1_23;8,83602127626423e+01;DM1
ATP1A4;DM1_24;2,11629429091044e+02;DM1
ATP1A4;DM1_27;3,93229475841652e+01;DM1
MED12L;DM1_41;8,45899024642016e+02;DM1
MED12L;DM1_36;2,96366815442741e+02;DM1
MED12L;DM1_53;2,58337610031584e+02;DM1
MED12L;DM1_45;4,13579805243529e+01;DM1
MED12L;DM1_17;2,63556056371291e+02;DM1
MED12L;DM1_22;3,71205444344304e+02;DM1
MED12L;DM1_39;3,77458315278620e+02;DM1
MED12L;DM1_34;2,03617182116723e+02;DM1
MED12L;DM1_25;1,86826318506868e+02;DM1
MED12L;DM1_33;1,12243041001196e+02;DM1
MED12L;DM1_26;2,06899141257852e+02;DM1
MED12L;DM1_30;1,90846138707555e+02;DM1
MED12L;DM1_52;3,09702618717725e+02;DM1
MED12L;Ctrl_B2;3,16258409032435e+01;Ctrl
MED12L;Ctrl_B8;3,60788150228462e+01;Ctrl
MED12L;DM1_20;8,33661386673910e+01;DM1
MED12L;DM1_14;2,47241871543133e+02;DM1
MED12L;DM1_29;8,07975661560777e+01;DM1
MED12L;DM1_42;1,09278482641749e+02;DM1
MED12L;Ctrl_B10;4,44239742730138e+01;Ctrl
MED12L;Ctrl_B6;4,03349642031242e+01;Ctrl
MED12L;DM1_56;4,98263730217193e+01;DM1
MED12L;Ctrl_B11;1,21358218882510e+02;Ctrl
MED12L;DM1_28;2,79310269507878e+01;DM1
MED12L;Ctrl_B5;4,57959587473238e+01;Ctrl
MED12L;DM1_55;1,48252176155718e+02;DM1
MED12L;Ctrl_B1;2,16316468381924e+01;Ctrl
MED12L;DM1_16;3,12405460762338e+02;DM1
MED12L;DM1_38;2,57160512383240e+02;DM1
MED12L;Ctrl_B9;5,86760404963104e+01;Ctrl
MED12L;Ctrl_B3;1,64499774746305e+01;Ctrl
MED12L;Ctrl_B4;5,73274337542640e+01;Ctrl
MED12L;Ctrl_B7;3,99504286675748e+01;Ctrl
MED12L;DM1_19;4,46024483970243e+02;DM1
MED12L;DM1_35;5,42353278931334e+02;DM1
MED12L;DM1_43;5,71231829457514e+02;DM1
MED12L;DM1_18;5,58494697058545e+02;DM1
MED12L;DM1_44;5,23196452515657e+02;DM1
MED12L;DM1_15;2,51990966679515e+02;DM1
MED12L;DM1_50;4,74661807686167e+02;DM1
MED12L;DM1_32;2,40238316497421e+02;DM1
MED12L;DM1_37;3,70501534749302e+02;DM1
MED12L;DM1_13;6,08120385814270e+02;DM1
MED12L;DM1_21;5,37674961237186e+02;DM1
MED12L;DM1_48;4,07336395349525e+02;DM1
MED12L;DM1_40;3,57144153981019e+02;DM1
MED12L;DM1_54;2,06852196453522e+02;DM1
MED12L;DM1_46;3,44412117898647e+02;DM1
MED12L;DM1_51;2,33404373420755e+02;DM1
MED12L;DM1_31;6,53441696143590e+02;DM1
MED12L;DM1_47;4,50676970396630e+02;DM1
MED12L;DM1_23;5,57882127638644e+02;DM1
MED12L;DM1_24;2,06310197480138e+02;DM1
MED12L;DM1_27;2,13171768482580e+02;DM1
PEG10;DM1_41;6,43861545469190e+02;DM1
PEG10;DM1_36;3,73261989179236e+02;DM1
PEG10;DM1_53;1,68686201984093e+02;DM1
PEG10;DM1_45;1,60659847421525e+02;DM1
PEG10;DM1_17;3,64923770360250e+02;DM1
PEG10;DM1_22;3,54748060112290e+02;DM1
PEG10;DM1_39;2,30597400801615e+02;DM1
PEG10;DM1_34;2,78587342852510e+02;DM1
PEG10;DM1_25;3,17829833411684e+02;DM1
PEG10;DM1_33;3,17623924535299e+02;DM1
PEG10;DM1_26;2,82762159719065e+02;DM1
PEG10;DM1_30;2,17600270302072e+02;DM1
PEG10;DM1_52;2,82771956220531e+02;DM1
PEG10;Ctrl_B2;7,93873149203868e+01;Ctrl
PEG10;Ctrl_B8;6,01313583714103e+01;Ctrl
PEG10;DM1_20;1,20661516492276e+02;DM1
PEG10;DM1_14;1,34244609939436e+02;DM1
PEG10;DM1_29;1,00451028194042e+02;DM1
